analysis_group_id,company,ts_code,symbol,event_date,aligned_trade_date,primary_category,capital_action_subtype,capital_action_subtype_hits,source_type,title,group_titles_sample,car_status,is_ipo_listing_related,is_market_trading_related,car_m1_p1,car_p0_p5,car_p0_p20,actual_mv_return_p0_p5,actual_mv_return_p0_p20,abnormal_mv_impact_yi_p0_p5,abnormal_mv_impact_yi_p0_p20,overlap_event_count_m1_p1,overlap_category_count_m1_p1,overlap_categories_m1_p1,overlap_titles_sample_m1_p1,overlap_event_count_p0_p5,overlap_category_count_p0_p5,overlap_categories_p0_p5,overlap_titles_sample_p0_p5,overlap_event_count_m1_p5,overlap_category_count_m1_p5,overlap_categories_m1_p5,overlap_titles_sample_m1_p5,overlap_event_count_p0_p20,overlap_category_count_p0_p20,overlap_categories_p0_p20,overlap_titles_sample_p0_p20,overlap_event_count_p0_p60,overlap_category_count_p0_p60,overlap_categories_p0_p60,overlap_titles_sample_p0_p60
002881|2024-06-12|资本动作,美格智能,002881.SZ,002881,2024-06-12,2024-06-12,资本动作,股权激励/员工持股,股权激励/员工持股,announcement,监事会关于公司2024年度股票期权与限制性股票激励计划激励对象名单的公示情况说明及审核意见,监事会关于公司2024年度股票期权与限制性股票激励计划激励对象名单的公示情况说明及审核意见,ok,False,False,0.015954571428571433,-0.0686179999999999,-0.1355885714285714,0.0677290834993038,-0.053784860644198,-3.605861525901359,-7.125151025477486,1,1,其他,关于持股5%以上股东协议转让公司部分股份完成过户登记的公告,4,3,产品/技术创新|其他|资本动作,关于持股5%以上股东协议转让公司部分股份完成过户登记的公告 || 炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司2024年第二次临时股东大会之法律意见书 || 2024年第二次临时股东大会决议公告,4,3,产品/技术创新|其他|资本动作,关于持股5%以上股东协议转让公司部分股份完成过户登记的公告 || 炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司2024年第二次临时股东大会之法律意见书 || 2024年第二次临时股东大会决议公告,7,3,产品/技术创新|其他|资本动作,关于持股5%以上股东协议转让公司部分股份完成过户登记的公告 || 炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司2024年第二次临时股东大会之法律意见书 || 2024年第二次临时股东大会决议公告,17,4,业绩信号|产品/技术创新|其他|资本动作,关于持股5%以上股东协议转让公司部分股份完成过户登记的公告 || 炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司2024年第二次临时股东大会之法律意见书 || 2024年第二次临时股东大会决议公告
300590|2026-03-27|资本动作,移为通信,300590.SZ,300590,2026-03-27,2026-03-27,资本动作,股权激励/员工持股,股权激励/员工持股,announcement,关于公司2026年限制性股票激励计划内幕信息知情人及激励对象买卖公司股票情况的自查报告,关于公司2026年限制性股票激励计划内幕信息知情人及激励对象买卖公司股票情况的自查报告,ok,False,False,0.0206225,0.0142704999999999,0.2280775,-0.0008992806966913,0.310251798514906,0.7298337587972147,11.664528861782824,4,3,产品/技术创新|其他|资本动作,上海市锦天城律师事务所关于上海移为通信技术股份有限公司2026年第二次临时股东会的法律意见书 || 2026年第二次临时股东会决议公告 || 关于向2026年限制性股票激励计划激励对象授予限制性股票的公告,6,3,产品/技术创新|其他|资本动作,上海市锦天城律师事务所关于上海移为通信技术股份有限公司2026年第二次临时股东会的法律意见书 || 2026年第二次临时股东会决议公告 || 关于向2026年限制性股票激励计划激励对象授予限制性股票的公告,6,3,产品/技术创新|其他|资本动作,上海市锦天城律师事务所关于上海移为通信技术股份有限公司2026年第二次临时股东会的法律意见书 || 2026年第二次临时股东会决议公告 || 关于向2026年限制性股票激励计划激励对象授予限制性股票的公告,16,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海市锦天城律师事务所关于上海移为通信技术股份有限公司2026年第二次临时股东会的法律意见书 || 2026年第二次临时股东会决议公告 || 关于向2026年限制性股票激励计划激励对象授予限制性股票的公告,38,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海市锦天城律师事务所关于上海移为通信技术股份有限公司2026年第二次临时股东会的法律意见书 || 2026年第二次临时股东会决议公告 || 关于向2026年限制性股票激励计划激励对象授予限制性股票的公告
002881|2023-12-28|资本动作,美格智能,002881.SZ,002881,2023-12-28,2023-12-28,资本动作,股权质押/解押,股权质押/解押,announcement,关于公司控股股东股份质押的公告,关于公司控股股东股份质押的公告,ok,False,False,-0.036091714285714296,0.0530471428571428,-0.074871,0.0476730987753992,-0.175936435784564,3.665906071529699,-5.174077974767729,2,2,产品/技术创新|其他,公司章程(2023年12月) || 东莞证券股份有限公司关于美格智能技术股份有限公司2024年度日常关联交易预计的核查意见,2,2,产品/技术创新|其他,公司章程(2023年12月) || 东莞证券股份有限公司关于美格智能技术股份有限公司2024年度日常关联交易预计的核查意见,2,2,产品/技术创新|其他,公司章程(2023年12月) || 东莞证券股份有限公司关于美格智能技术股份有限公司2024年度日常关联交易预计的核查意见,6,3,产品/技术创新|其他|资本动作,公司章程(2023年12月) || 东莞证券股份有限公司关于美格智能技术股份有限公司2024年度日常关联交易预计的核查意见 || 关于公司控股股东股份质押的公告,14,3,产品/技术创新|其他|资本动作,公司章程(2023年12月) || 东莞证券股份有限公司关于美格智能技术股份有限公司2024年度日常关联交易预计的核查意见 || 关于公司控股股东股份质押的公告
603236|2021-10-28|资本动作,移远通信,603236.SH,603236,2021-10-28,2021-10-28,资本动作,股东增减持/限售流通,股东增减持/限售流通,research_report,物联网持续高景气，下游需求助力3Q业绩高增长,物联网持续高景气，下游需求助力3Q业绩高增长,ok,False,False,0.034313857142857146,-0.0201915714285714,-0.145386,0.0537365942571694,0.0693412018724859,-5.172818315121624,-37.24600466202948,2,2,政策/行业|资本动作,Q3收入超预期，持续看好公司车联网模组放量 || 盈利拐点即将确认，车载模组加速发展,0,0,,,2,2,政策/行业|资本动作,Q3收入超预期，持续看好公司车联网模组放量 || 盈利拐点即将确认，车载模组加速发展,0,0,,,1,1,政策/行业,:关于收到政府补助的公告
002313|2018-09-19|资本动作,日海智能,002313.SZ,002313,2018-09-19,2018-09-19,资本动作,股东增减持/限售流通,股东增减持/限售流通,announcement,关于控股股东一致行动人增持计划的进展公告,关于控股股东一致行动人增持计划的进展公告,ok,False,False,0.029032749999999996,0.08998575,-0.00342675,0.0398406374501991,-0.1384462151394422,5.6375712432,-0.2146845168000001,3,3,其他|客户/订单|资本动作,第四届董事会第二十一次会议决议公告 || 关于全资子公司收到中标通知书的公告 || 关于控股股东部分股份解除质押及部分质押展期的公告,5,4,其他|客户/订单|资本动作|风险事件,第四届董事会第二十一次会议决议公告 || 关于全资子公司收到中标通知书的公告 || 关于控股股东部分股份解除质押及部分质押展期的公告,5,4,其他|客户/订单|资本动作|风险事件,第四届董事会第二十一次会议决议公告 || 关于全资子公司收到中标通知书的公告 || 关于控股股东部分股份解除质押及部分质押展期的公告,13,4,其他|客户/订单|资本动作|风险事件,第四届董事会第二十一次会议决议公告 || 关于全资子公司收到中标通知书的公告 || 关于控股股东部分股份解除质押及部分质押展期的公告,27,6,业绩信号|其他|客户/订单|管理层/投关信号|资本动作|风险事件,第四届董事会第二十一次会议决议公告 || 关于全资子公司收到中标通知书的公告 || 关于控股股东部分股份解除质押及部分质押展期的公告
002313|2025-04-26|资本动作,日海智能,002313.SZ,002313,2025-04-26,2025-04-28,资本动作,股权激励/员工持股,股权激励/员工持股,announcement,关于第一期员工持股计划出售完毕暨终止的公告,关于第一期员工持股计划出售完毕暨终止的公告,ok,False,False,-0.0599965,-0.0582995,-0.0117762499999999,0.0790697674418605,0.1104651162790697,-1.8771506208,-0.3791764079999996,1,1,其他,2025年第二次临时股东大会决议公告,0,0,,,1,1,其他,2025年第二次临时股东大会决议公告,1,1,风险事件,关于新增累计诉讼、仲裁案件情况的公告,10,5,业绩信号|其他|管理层/投关信号|资本动作|风险事件,关于新增累计诉讼、仲裁案件情况的公告 || 关于新增累计诉讼、仲裁案件情况的公告 || 关于全资子公司债权债务重组的公告
002881|2017-11-10|资本动作,美格智能,002881.SZ,002881,2017-11-10,2017-11-10,资本动作,股权质押/解押,股权质押/解押,announcement,关于公司股东股份质押的公告,关于公司股东股份质押的公告,ok,False,False,0.0018666666666666658,-0.0778,-0.1246333333333332,-0.1456990753712523,-0.1639114597926588,-2.9618866894000004,-4.744856183233332,1,1,产品/技术创新,关于使用部分暂时闲置募集资金购买银行理财产品的公告,0,0,,,1,1,产品/技术创新,关于使用部分暂时闲置募集资金购买银行理财产品的公告,3,2,其他|资本动作,关于公司控股股东股份质押的公告 || 2017年第二次临时股东大会决议公告 || 关于公司名称变更完成的公告,9,4,产品/技术创新|其他|管理层/投关信号|资本动作,关于公司控股股东股份质押的公告 || 2017年第二次临时股东大会决议公告 || 关于公司名称变更完成的公告
002881|2021-03-17|资本动作,美格智能,002881.SZ,002881,2021-03-17,2021-03-17,资本动作,股份回购,股份回购,repurchase,回购 实施 金额=34993397.76,回购 实施 金额=34993397.76 || 关于回购公司股份比例达到1%的公告,ok,False,False,0.0015872857142857112,-0.0823195714285714,0.0394632857142857,-0.0846153846153846,0.0615384615384615,-2.962278421412143,1.420090480073572,1,1,产品/技术创新,关于公司全资子公司再次获得高新技术企业证书的公告,0,0,,,1,1,产品/技术创新,关于公司全资子公司再次获得高新技术企业证书的公告,4,3,业绩信号|产品/技术创新|资本动作,关于2020年度股票期权与限制性股票激励计划预留股票期权授予登记完成的公告 || 差异化竞争的智能物联网模组新星 || 关于股份回购进展的公告,22,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,关于2020年度股票期权与限制性股票激励计划预留股票期权授予登记完成的公告 || 差异化竞争的智能物联网模组新星 || 关于股份回购进展的公告
002881|2025-06-11|资本动作,美格智能,002881.SZ,002881,2025-06-11,2025-06-11,资本动作,股权激励/员工持股,股权激励/员工持股,repurchase,回购 预案 金额=312600.0,回购 预案 金额=312600.0 || 炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司2024年度股票期权与限制性股票激励计划调整股票期权行权价格、限制性股票回购价格和授予预留股票期权与限制性股票相关事项之法律意见书 || 关于调整公司2024年度股票期权与限制性股票激励计划的期权行权价格和限制性股票回购价格的公告 || 2024年度股票期权与限制性股票激励计划预留授予激励对象名单(授予日) || 关于向激励对象授予预留股票期权与限制性股票的公告,ok,False,False,-0.034106374999999994,-0.019193625,0.0003459999999999,-0.0256124721935132,0.0017817371494663,-2.256191961778755,0.040671963674159,1,1,其他,第四届董事会第八次会议决议公告,2,2,其他|资本动作,第四届董事会第八次会议决议公告 || 东莞证券股份有限公司关于美格智能技术股份有限公司2021年度非公开发行股票持续督导保荐总结报告书,2,2,其他|资本动作,第四届董事会第八次会议决议公告 || 东莞证券股份有限公司关于美格智能技术股份有限公司2021年度非公开发行股票持续督导保荐总结报告书,6,3,产品/技术创新|其他|资本动作,第四届董事会第八次会议决议公告 || 东莞证券股份有限公司关于美格智能技术股份有限公司2021年度非公开发行股票持续督导保荐总结报告书 || 关于向香港联交所递交境外上市股份(H股)发行并上市申请并刊发申请资料的公告,20,4,业绩信号|产品/技术创新|其他|资本动作,第四届董事会第八次会议决议公告 || 东莞证券股份有限公司关于美格智能技术股份有限公司2021年度非公开发行股票持续督导保荐总结报告书 || 关于向香港联交所递交境外上市股份(H股)发行并上市申请并刊发申请资料的公告
002313|2020-02-22|资本动作,日海智能,002313.SZ,002313,2020-02-22,2020-02-24,资本动作,定增/再融资,定增/再融资,announcement,2019年度非公开发行A股股票预案(二次修订稿),2019年度非公开发行A股股票预案(二次修订稿) || 关于公司非公开发行A股股票预案修订情况说明的公告 || 关于非公开发行A股股票摊薄即期回报及采取填补措施(二次修订稿)的公告 || 第五届董事会第七次会议决议公告,ok,False,False,0.020626857142857145,-0.0040868571428571,0.0943961428571428,0.0530930345835363,-0.0925474914758889,-0.2617779126857151,6.046412776114286,1,1,其他,独立董事对相关事项发表的独立意见,1,1,其他,独立董事对相关事项发表的独立意见,1,1,其他,独立董事对相关事项发表的独立意见,5,4,业绩信号|其他|资本动作|风险事件,独立董事对相关事项发表的独立意见 || 业绩快报 营收=4731932200.0 净利润=78924600.0 || 关于2019年度计提资产减值准备的公告,13,5,业绩信号|其他|政策/行业|资本动作|风险事件,独立董事对相关事项发表的独立意见 || 业绩快报 营收=4731932200.0 净利润=78924600.0 || 关于2019年度计提资产减值准备的公告
002881|2023-01-16|资本动作,美格智能,002881.SZ,002881,2023-01-16,2023-01-16,资本动作,股权质押/解押,股权质押/解押,announcement,关于公司控股股东股份质押的公告,关于公司控股股东股份质押的公告,ok,False,False,-0.027464999999999996,-0.0528302857142857,-0.1166397142857142,0.0123456789601605,0.0376701487541217,-3.999468015004771,-8.830101905711729,0,0,,,1,1,其他,第三届董事会第十五次会议决议公告,1,1,其他,第三届董事会第十五次会议决议公告,4,3,产品/技术创新|其他|资本动作,第三届董事会第十五次会议决议公告 || 关于公司控股股东部分股份解除质押的公告 || 关于公司获得高新技术企业证书的公告,15,4,产品/技术创新|其他|政策/行业|资本动作,第三届董事会第十五次会议决议公告 || 关于公司控股股东部分股份解除质押的公告 || 关于公司获得高新技术企业证书的公告
002970|2024-10-23|资本动作,锐明技术,002970.SZ,002970,2024-10-23,2024-10-23,资本动作,复合资本动作,股权激励/员工持股|分红/权益分派,announcement,分红送转 cash_div=0.0 proc=股东大会通过,分红送转 cash_div=0.0 proc=股东大会通过 || 分红送转 cash_div=0.0 proc=预案 || 关于注销2022年股票期权激励计划部分已授予但尚未行权的股票期权的公告 || 2022年股票期权激励计划预留授予第一批次第二个行权期符合行权条件的激励对象名单 || 关于2022年股票期权激励计划预留授予第一批次第二个行权期行权条件成就的公告 || 分红送转 cash_div=0.3 proc=实施,ok,False,False,-0.0006483750000000066,-0.045708,-0.0752903749999999,-0.0220826874950396,-0.0239195211006081,-3.761945929872001,-6.196690290316499,6,6,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,会计师事务所选聘制度 || 关于计提信用减值损失及资产减值损失的公告 || 投资者关系管理制度,8,6,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,会计师事务所选聘制度 || 关于计提信用减值损失及资产减值损失的公告 || 投资者关系管理制度,8,6,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,会计师事务所选聘制度 || 关于计提信用减值损失及资产减值损失的公告 || 投资者关系管理制度,18,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,会计师事务所选聘制度 || 关于计提信用减值损失及资产减值损失的公告 || 投资者关系管理制度,29,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,会计师事务所选聘制度 || 关于计提信用减值损失及资产减值损失的公告 || 投资者关系管理制度
300590|2021-01-08|资本动作,移为通信,300590.SZ,300590,2021-01-08,2021-01-08,资本动作,股东增减持/限售流通,股东增减持/限售流通,announcement,关于公司部分高级管理人员股份减持计划的预披露公告,关于公司部分高级管理人员股份减持计划的预披露公告,ok,False,False,0.043201571428571416,0.0348875714285714,-0.0889367142857143,0.0381756756756757,-0.1739864864864865,2.501307415059427,-6.376427300746289,0,0,,,3,3,其他|资本动作|风险事件,关于公司创业板向特定对象发行A股股票预案修订说明的公告 || 关于创业板向特定对象发行A股股票方案的论证分析报告(四次修订稿) || 关于创业板向特定对象发行股票摊薄即期回报的风险提示及采取填补措施(四次修订稿)的公告,3,3,其他|资本动作|风险事件,关于公司创业板向特定对象发行A股股票预案修订说明的公告 || 关于创业板向特定对象发行A股股票方案的论证分析报告(四次修订稿) || 关于创业板向特定对象发行股票摊薄即期回报的风险提示及采取填补措施(四次修订稿)的公告,5,4,产品/技术创新|其他|资本动作|风险事件,关于公司创业板向特定对象发行A股股票预案修订说明的公告 || 关于创业板向特定对象发行A股股票方案的论证分析报告(四次修订稿) || 关于创业板向特定对象发行股票摊薄即期回报的风险提示及采取填补措施(四次修订稿)的公告,13,5,产品/技术创新|其他|客户/订单|资本动作|风险事件,关于公司创业板向特定对象发行A股股票预案修订说明的公告 || 关于创业板向特定对象发行A股股票方案的论证分析报告(四次修订稿) || 关于创业板向特定对象发行股票摊薄即期回报的风险提示及采取填补措施(四次修订稿)的公告
300638|2020-11-19|资本动作,广和通,300638.SZ,300638,2020-11-19,2020-11-19,资本动作,并购重组/资产交易,并购重组/资产交易,announcement,关于参股公司收购SierraWireless车载业务标的资产交割完成的公告,关于参股公司收购SierraWireless车载业务标的资产交割完成的公告,ok,False,False,0.03478942857142857,-0.0189164285714285,0.1524532857142857,-0.0003635041697676,0.0464418920579376,-2.513969722957001,20.260851196293405,1,1,客户/订单,关于签订日常经营重大合同的公告,6,3,其他|客户/订单|资本动作,关于签订日常经营重大合同的公告 || 第二届董事会第二十六次会议决议公告 || 关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员减持计划时间过半的进展公告,6,3,其他|客户/订单|资本动作,关于签订日常经营重大合同的公告 || 第二届董事会第二十六次会议决议公告 || 关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员减持计划时间过半的进展公告,15,5,产品/技术创新|其他|客户/订单|政策/行业|资本动作,关于签订日常经营重大合同的公告 || 第二届董事会第二十六次会议决议公告 || 关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员减持计划时间过半的进展公告,37,6,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|资本动作,关于签订日常经营重大合同的公告 || 第二届董事会第二十六次会议决议公告 || 关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员减持计划时间过半的进展公告
002881|2023-10-14|资本动作,美格智能,002881.SZ,002881,2023-10-14,2023-10-16,资本动作,股权激励/员工持股,股权激励/员工持股,repurchase,回购 完成 金额=265988.85,回购 完成 金额=265988.85 || 关于部分股票期权注销和部分已授予但尚未解锁的限制性股票回购注销完成的公告,ok,False,False,-0.011866428571428573,0.0215764285714285,-0.1135713809523809,-0.07912989639101,-0.0416731692348172,1.596532523451021,-8.40363375354093,1,1,其他,关于完成工商变更登记的公告,1,1,其他,关于完成工商变更登记的公告,1,1,其他,关于完成工商变更登记的公告,8,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,关于完成工商变更登记的公告 || 关于公司控股股东股份质押的公告 || 关于2023年前三季度计提资产减值准备的公告,19,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,关于完成工商变更登记的公告 || 关于公司控股股东股份质押的公告 || 关于2023年前三季度计提资产减值准备的公告
300638|2019-04-11|资本动作,广和通,300638.SZ,300638,2019-04-11,2019-04-11,资本动作,定增/再融资,定增/再融资,announcement,关于《关于请做好广和通创业板非公开发行发审委会议准备工作的函》有关问题回复的公告,关于《关于请做好广和通创业板非公开发行发审委会议准备工作的函》有关问题回复的公告 || 公司与广发证券股份有限公司《关于请做好广和通创业板非公开发行发审委会议准备工作的函》的回复,ok,False,False,-0.0508205,0.0475334999999999,-0.02599525,0.0827814569536424,-0.2144039735099338,3.4793530641323995,-1.9027980843066008,3,2,其他|资本动作,关于控股股东、实际控制人进行股票质押式回购交易的公告(2019/04/10) || 2018年度股东大会法律意见书 || 关于控股股东、实际控制人部分股份解除质押的公告,5,3,产品/技术创新|其他|资本动作,2018年度股东大会法律意见书 || 关于控股股东、实际控制人部分股份解除质押的公告 || 关于控股股东、实际控制人进行股票质押式回购交易的公告(2019/04/13),6,3,产品/技术创新|其他|资本动作,关于控股股东、实际控制人进行股票质押式回购交易的公告(2019/04/10) || 2018年度股东大会法律意见书 || 关于控股股东、实际控制人部分股份解除质押的公告,14,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,2018年度股东大会法律意见书 || 关于控股股东、实际控制人部分股份解除质押的公告 || 关于控股股东、实际控制人进行股票质押式回购交易的公告(2019/04/13),24,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,2018年度股东大会法律意见书 || 关于控股股东、实际控制人部分股份解除质押的公告 || 关于控股股东、实际控制人进行股票质押式回购交易的公告(2019/04/13)
300098|2018-12-21|资本动作,高新兴,300098.SZ,300098,2018-12-21,2018-12-21,资本动作,复合资本动作,定增/再融资|股权质押/解押,announcement,关于部分非公开发行限售股份上市流通的提示性公告,关于部分非公开发行限售股份上市流通的提示性公告 || 关于控股股东股权解除质押的公告(2018/12/21),ok,False,False,-0.031699500000000005,0.0650965,0.048766,0.1045751634440868,0.1437908497240438,7.029575207151947,5.26609363870518,4,3,产品/技术创新|其他|资本动作,关于召开2018年第七次临时股东大会的提示性公告 || 关于控股股东股权解除质押的公告(2018/12/20) || 广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金限售股份上市流通事项的核查意见,4,3,产品/技术创新|其他|资本动作,广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金限售股份上市流通事项的核查意见 || 深度报告：战略聚焦三大业务，物联网龙头将继续保持高增长 || 关于购买深圳市神盾信息技术有限公司100%股权的公告,6,3,产品/技术创新|其他|资本动作,关于召开2018年第七次临时股东大会的提示性公告 || 关于控股股东股权解除质押的公告(2018/12/20) || 广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金限售股份上市流通事项的核查意见,14,4,产品/技术创新|其他|管理层/投关信号|资本动作,广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金限售股份上市流通事项的核查意见 || 深度报告：战略聚焦三大业务，物联网龙头将继续保持高增长 || 关于购买深圳市神盾信息技术有限公司100%股权的公告,33,7,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作,广发证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金限售股份上市流通事项的核查意见 || 深度报告：战略聚焦三大业务，物联网龙头将继续保持高增长 || 关于购买深圳市神盾信息技术有限公司100%股权的公告
002313|2019-07-25|资本动作,日海智能,002313.SZ,002313,2019-07-25,2019-07-25,资本动作,定增/再融资,定增/再融资,announcement,公司与中信证券股份有限公司关于公司上市公司非公开发行新股核准申请文件反馈意见的回复,公司与中信证券股份有限公司关于公司上市公司非公开发行新股核准申请文件反馈意见的回复 || 关于非公开发行股票申请文件反馈意见回复的公告,ok,True,False,-0.005443399999999992,-0.0450174,-0.1233465999999999,0.0341880341880342,0.0923076923076922,-2.4649727544,-6.753966429599998,0,0,,,1,1,其他,关于变更子公司湖北日海股权转让交易对方的公告,1,1,其他,关于变更子公司湖北日海股权转让交易对方的公告,4,2,其他|资本动作,关于变更子公司湖北日海股权转让交易对方的公告 || 关于公司控股股东一致行动人增持计划实施完成的公告 || 第四届监事会第二十二次会议决议公告,19,4,业绩信号|其他|客户/订单|资本动作,关于变更子公司湖北日海股权转让交易对方的公告 || 关于公司控股股东一致行动人增持计划实施完成的公告 || 第四届监事会第二十二次会议决议公告
301608|2026-05-13|资本动作,博实结,301608.SZ,301608,2026-05-13,2026-05-13,资本动作,分红/权益分派,分红/权益分派,announcement,2025年年度权益分派实施公告,2025年年度权益分派实施公告,ok,False,False,0.014438625,-0.0269242499999999,-0.209935875,-0.023034923757993,-0.2738357107722576,-2.4355228261237496,-18.990449709268123,1,1,其他,请问，截至2026年五月 10日公司的股东总数是多少？谢谢,2,2,其他|资本动作,请问，截至2026年五月 10日公司的股东总数是多少？谢谢 || 43只股即将分红 抢权行情能否开启？,2,2,其他|资本动作,请问，截至2026年五月 10日公司的股东总数是多少？谢谢 || 43只股即将分红 抢权行情能否开启？,15,5,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作,请问，截至2026年五月 10日公司的股东总数是多少？谢谢 || 43只股即将分红 抢权行情能否开启？ || 请问，截至2026年五月 20日公司的股东总数是多少？谢谢,20,5,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作,请问，截至2026年五月 10日公司的股东总数是多少？谢谢 || 43只股即将分红 抢权行情能否开启？ || 请问，截至2026年五月 20日公司的股东总数是多少？谢谢
300638|2021-06-10|资本动作,广和通,300638.SZ,300638,2021-06-10,2021-06-10,资本动作,股权激励/员工持股,股权激励/员工持股,research_report,公司信息更新报告：股权激励落地，业绩有望持续高增长,公司信息更新报告：股权激励落地，业绩有望持续高增长,ok,False,False,-0.016436428571428574,0.0043652857142857,0.2613061428571429,0.0645161290263578,0.3359375000128608,0.7159825092467482,42.85873596593654,0,0,,,1,1,其他,关于选举产生第三届监事会职工代表监事的公告,1,1,其他,关于选举产生第三届监事会职工代表监事的公告,13,6,产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,关于选举产生第三届监事会职工代表监事的公告 || 2021年第二次临时股东大会决议公告 || 第三届董事会第一次会议决议公告,30,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,关于选举产生第三届监事会职工代表监事的公告 || 2021年第二次临时股东大会决议公告 || 第三届董事会第一次会议决议公告
300098|2012-08-23|资本动作,高新兴,300098.SZ,300098,2012-08-23,2012-08-23,资本动作,分红/权益分派,分红/权益分派,announcement,股东分红回报规划（2012-2016）,股东分红回报规划（2012-2016） || 分红管理制度（2012年8月）,ok,False,False,0.021200000000000004,0.0447,0.0696999999999999,-0.0465116279069768,0.0392441860465115,0.5469220224000001,0.8528068223999995,2,2,业绩信号|其他,"2012年半年度财务报告 || 首亏 净利润约-1500万元~-1000万元,下降151%~176%",2,2,业绩信号|其他,"2012年半年度财务报告 || 首亏 净利润约-1500万元~-1000万元,下降151%~176%",2,2,业绩信号|其他,"2012年半年度财务报告 || 首亏 净利润约-1500万元~-1000万元,下降151%~176%",8,3,业绩信号|其他|客户/订单,"2012年半年度财务报告 || 首亏 净利润约-1500万元~-1000万元,下降151%~176% || 高新兴自2012年9月5日13:00起临时停牌",17,5,业绩信号|产品/技术创新|其他|客户/订单|政策/行业,"2012年半年度财务报告 || 首亏 净利润约-1500万元~-1000万元,下降151%~176% || 高新兴自2012年9月5日13:00起临时停牌"
300638|2020-04-15|资本动作,广和通,300638.SZ,300638,2020-04-15,2020-04-15,资本动作,分红/权益分派,分红/权益分派,announcement,分红送转 cash_div=0.4 proc=实施,分红送转 cash_div=0.4 proc=实施 || 分红送转 cash_div=0.0 proc=股东大会通过 || 分红送转 cash_div=0.0 proc=预案,ok,False,False,-0.046313999999999994,-0.0248377142857142,0.0617605714285714,0.0083495686055354,0.152797105512408,-2.395228967818411,5.955890628785296,6,4,业绩信号|产品/技术创新|其他|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,8,4,业绩信号|产品/技术创新|其他|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,8,4,业绩信号|产品/技术创新|其他|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,18,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,35,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明
