analysis_group_id,event_id,company,ts_code,symbol,event_date,aligned_trade_date,pre_trade_date,source_type,source_types,primary_category,category_tags,title,summary,group_titles_sample,source_url,pdf_url,local_pdf_path,has_pdf,source_count,group_event_count,group_source_count,group_evidence_count,car_status,is_subject_company,is_peer_event,is_pre_listing,is_ipo_listing_related,is_market_trading_related,capital_action_subtype,capital_action_subtype_hits,overlap_event_count_p0_p5,overlap_event_count_p0_p20,overlap_event_count_p0_p60,overlap_category_count_p0_p20,overlap_categories_p0_p20,is_overlap_clean_p0_p5,is_overlap_clean_p0_p20,is_overlap_clean_p0_p60
300098|2016-07-08|其他,5ec988f7abaffedf,高新兴,300098.SZ,300098,2016-07-08,2016-07-08,2016-07-07,announcement,announcement,其他,,关于召开2016年第四次临时股东大会的提示性公告,,关于召开2016年第四次临时股东大会的提示性公告,https://data.eastmoney.com/notices/detail/300098/AN201607070016463063.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,3,6,14,3,产品/技术创新|其他|客户/订单,False,False,False
002881|2019-08-22|业绩信号,5dad3183948285ca,美格智能,002881.SZ,2881,2019-08-22,2019-08-22,2019-08-21,announcement,announcement,业绩信号,业绩信号,2019年半年度报告,,2019年半年度报告 || 2019年半年度报告摘要,https://data.eastmoney.com/notices/detail/002881/AN201908211344813850.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,3,5,9,3,其他|政策/行业|资本动作,False,False,False
300590|2025-04-15|业绩信号,f3cc2621ffd134d4,移为通信,300590.SZ,300590,2025-04-15,2025-04-15,2025-04-14,forecast,forecast,业绩信号,业绩信号|产品/技术创新|客户/订单,预减 预计:净利润886-1240,"1、2025年一季度，公司实现营业收入大约15,680.50万元,同比下降近26%，营业收入减少导致毛利额减少1,883.72万元。今年年初开始，中美贸易摩擦不断升级，公司海外产能释放的过程中，导致订单交付进度受到影响。新一代技术的不断发展，客户对新产品的需求提升，且部分国家在做网络机制的切换，公司在报告期内，加大对新产品的开发力度，部分新老产品的交替阶段，会阶段性的造成营业收入波动。2、报告期内，公司加强市场拓展及研发立项数量增多，导致公司销售费用、管理费用、研发费用同比增加了729.72万元。3、报告期内，预计非经常性损益对公司净利润的影响金额约为300万元，与去年同期相比增加了164万元。",预减 预计:净利润886-1240 || 业绩快报 营收=966879882.73 净利润=158610043.82 || 2024年度业绩快报 || 2025年第一季度业绩预告,,,,0,1,4,1,4,ok,1,0,0,0,False,,,0,10,18,6,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,True,False,False
002881|2021-08-06|其他,1c3b93cb36753699,美格智能,002881.SZ,2881,2021-08-06,2021-08-06,2021-08-05,announcement,announcement,其他,,关于合资公司注册成立的公告,,关于合资公司注册成立的公告,https://data.eastmoney.com/notices/detail/002881/AN202108051508225831.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,11,26,5,业绩信号|其他|客户/订单|资本动作|风险事件,True,False,False
300590|2019-10-28|业绩信号,13dc3995af88b4e1,移为通信,300590.SZ,300590,2019-10-28,2019-10-28,2019-10-25,announcement,announcement,业绩信号,业绩信号,2019年第三季度报告披露提示性公告,,2019年第三季度报告披露提示性公告 || 2019年第三季度报告全文,https://data.eastmoney.com/notices/detail/300590/AN201910271369839749.html,,,0,1,2,1,2,ok,1,0,0,0,False,,,4,8,17,4,产品/技术创新|其他|政策/行业|资本动作,False,False,False
002313|2019-06-26|其他,88fa07517856cdef,日海智能,002313.SZ,2313,2019-06-26,2019-06-26,2019-06-25,announcement,announcement,其他,,独立董事对第四届董事会第三十二次会议相关事项发表的独立意见,,独立董事对第四届董事会第三十二次会议相关事项发表的独立意见 || 第四届董事会第三十二次会议决议公告,https://data.eastmoney.com/notices/detail/002313/AN201906251336365796.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,2,6,20,5,业绩信号|产品/技术创新|其他|管理层/投关信号|风险事件,False,False,False
688159|2023-06-02|其他,2ec5a7df3524e252,有方科技,688159.SH,688159,2023-06-02,2023-06-02,2023-06-01,announcement,announcement,其他,,深圳市有方科技股份有限公司公司章程,,深圳市有方科技股份有限公司公司章程 || 前次募集资金使用情况报告 || 关于召开2023年第四次临时股东大会的通知 || 深圳市有方科技股份有限公司前次募集资金使用情况鉴证报告 || 关于变更公司注册资本、修订《公司章程》并办理工商变更登记的公告 || 第三届监事会第十二次会议决议公告,https://data.eastmoney.com/notices/detail/688159/AN202306011587509001.html,,,0,1,8,1,8,ok,0,1,0,0,False,,,3,15,29,6,业绩信号|其他|客户/订单|政策/行业|管理层/投关信号|风险事件,False,False,False
688159|2023-05-17|风险事件,a3d873f271add97f,有方科技,688159.SH,688159,2023-05-17,2023-05-17,2023-05-16,announcement,announcement,风险事件,风险事件,公司控股股东及实际控制人关于《有方科技股票交易异常波动问询函》的回函,,公司控股股东及实际控制人关于《有方科技股票交易异常波动问询函》的回函,https://data.eastmoney.com/notices/detail/688159/AN202305161586691729.html,,,0,1,1,1,1,ok,0,1,0,0,True,,,3,11,28,4,业绩信号|其他|管理层/投关信号|资本动作,False,False,False
300590|2017-06-29|其他,cbc6f35d242c58bc,移为通信,300590.SZ,300590,2017-06-29,2017-06-29,2017-06-28,announcement,announcement,其他,,关于全资子公司完成工商变更登记的公告,,关于全资子公司完成工商变更登记的公告,https://data.eastmoney.com/notices/detail/300590/AN201706280674768843.html,,,0,1,1,1,1,ok,1,0,0,0,False,,,0,50,69,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,True,False,False
603236|2020-04-15|产品/技术创新,cd9504087e181f3d,移远通信,603236.SH,603236,2020-04-15,2020-04-15,2020-04-14,announcement,announcement,产品/技术创新,产品/技术创新,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见,,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司之2019年持续督导年度工作报告 || :移远通信:立信会计师事务所(特殊普通合伙)出具的关于对上海移远通信技术股份有限公司控股股东及其他关联方占用资金情况的专项审计说明 || :移远通信:立信会计师事务所(特殊普通合伙)出具的上海移远通信技术股份有限公司2019年度募集资金年度存放与使用情况鉴证报告 || :移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2020年度使用闲置自有资金和募集资金进行现金管理的核查意见,https://data.eastmoney.com/notices/detail/603236/AN202004141377987494.html,,,0,1,5,1,5,ok,0,1,0,0,False,,,5,14,24,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,False,False,False
300098|2015-06-25|资本动作,e6c6ec9fdff86f74,高新兴,300098.SZ,300098,2015-06-25,2015-06-25,2015-06-24,announcement,announcement,资本动作,资本动作,2015年第二次临时股东大会决议公告,,2015年第二次临时股东大会决议公告,https://data.eastmoney.com/notices/detail/300098/AN201506240010007622.html,,,0,1,1,1,1,ok,0,1,0,0,False,其他资本动作,,3,16,37,3,其他|客户/订单|资本动作,False,False,False
300098|2018-05-07|资本动作,438ff0cffd9e2fe0,高新兴,300098.SZ,300098,2018-05-07,2018-05-07,2018-05-04,announcement,announcement,资本动作,资本动作,关于第三期股权激励计划限制性股票预留部分授予完成的公告,,关于第三期股权激励计划限制性股票预留部分授予完成的公告,https://data.eastmoney.com/notices/detail/300098/AN201805071138483327.html,,,0,1,1,1,1,ok,0,1,0,0,False,股权激励/员工持股,股权激励/员工持股,4,9,33,2,其他|资本动作,False,False,False
002313|2015-07-28|风险事件,2128b85248084531,日海智能,002313.SZ,2313,2015-07-28,2015-07-28,2015-07-27,announcement,announcement,风险事件,风险事件,日海通讯:董事会审计委员会关于2015年半年度计提资产减值准备的说明,,日海通讯:董事会审计委员会关于2015年半年度计提资产减值准备的说明 || 日海通讯:关于2015年半年度计提资产减值准备的公告,https://data.eastmoney.com/notices/detail/002313/AN201507270010316197.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,3,46,56,6,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,False,False,False
688159|2022-05-17|管理层/投关信号,b4adc123c753e6dc,有方科技,688159.SH,688159,2022-05-17,2022-05-17,2022-05-16,announcement,announcement,管理层/投关信号,管理层/投关信号,有方科技2022年5月业绩说明会会议纪要,,有方科技2022年5月业绩说明会会议纪要 || 有方科技2022年5月业绩解读会会议纪要,https://data.eastmoney.com/notices/detail/688159/AN202205171566150931.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,3,9,3,业绩信号|其他|风险事件,False,False,False
002881|2019-08-22|其他,b7be97e21cddfc57,美格智能,002881.SZ,2881,2019-08-22,2019-08-22,2019-08-21,announcement,announcement,其他,,2019年半年度募集资金存放与使用情况专项报告,,2019年半年度募集资金存放与使用情况专项报告 || 第二届董事会第九次会议决议公告 || 2019年半年度财务报告 || 独立董事关于第二届董事会第九次会议相关事项的独立意见 || 第二届监事会第九次会议决议公告,https://data.eastmoney.com/notices/detail/002881/AN201908211344813848.html,,,0,1,5,1,5,ok,0,1,0,0,False,,,3,5,9,4,业绩信号|其他|政策/行业|资本动作,False,False,False
300590|2022-04-14|管理层/投关信号,cee4b0b2bdf19a8a,移为通信,300590.SZ,300590,2022-04-14,2022-04-14,2022-04-13,announcement,announcement,管理层/投关信号,管理层/投关信号,关于举行2021年度网上业绩说明会的公告,,关于举行2021年度网上业绩说明会的公告 || 投资者关系管理制度(2022年4月),https://data.eastmoney.com/notices/detail/300590/AN202204131559058366.html,,,0,1,2,1,2,ok,1,0,0,0,False,,,5,8,12,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
300590|2022-04-14|产品/技术创新,c6fa7010b3b992f4,移为通信,300590.SZ,300590,2022-04-14,2022-04-14,2022-04-13,announcement,announcement,产品/技术创新,产品/技术创新,关于上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告,,关于上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 关于上海移为通信技术股份有限公司2021年度募集资金存放与使用情况专项报告的鉴证报告,https://data.eastmoney.com/notices/detail/300590/AN202204131559058388.html,,,0,1,2,1,2,ok,1,0,0,0,False,,,5,8,12,5,业绩信号|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
300098|2021-07-26|风险事件,ad448ffcc5420272,高新兴,300098.SZ,300098,2021-07-26,2021-07-26,2021-07-23,announcement,announcement,风险事件,风险事件,关于高新兴科技集团股份有限公司申请向特定对象发行股票的审核问询函,,关于高新兴科技集团股份有限公司申请向特定对象发行股票的审核问询函,https://data.eastmoney.com/notices/detail/300098/AN202107261506202980.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,5,9,30,3,其他|资本动作|风险事件,False,False,False
300638|2018-07-13|业绩信号,87aa3a001d1125d2,广和通,300638.SZ,300638,2018-07-13,2018-07-13,2018-07-12,forecast,forecast,业绩信号,业绩信号|产品/技术创新|客户/订单|政策/行业,预增 预计净利润1978-2261万,"物联网行业发展态势良好，公司紧紧围绕大客户战略，在智能模块推广应用和海外市场拓展方面,取得良好的效果,收入实现200%以上的增长,但由于市场竞争激烈带来整体毛利率下滑以及公司持续的研发及营销投入,致使公司净利的增长较缓。预计2018年半年度非经常性损益对公司净利润的影响金额约为-22.49万元。",预增 预计净利润1978-2261万 || 2018年半年度业绩预告,,,,0,1,2,1,2,ok,0,1,0,0,False,,,3,8,18,4,业绩信号|产品/技术创新|其他|资本动作,False,False,False
603236|2023-07-08|其他,9bfd6aafabf24ee8,移远通信,603236.SH,603236,2023-07-08,2023-07-10,2023-07-07,announcement,announcement,其他,,第三届监事会第十一次会议决议公告,,第三届监事会第十一次会议决议公告 || 上海市锦天城律师事务所关于公司2023年股票期权激励计划(草案)的法律意见书 || 关于完成工商变更登记并换发营业执照的公告 || 2023年股票期权激励计划实施考核管理办法 || 关于独立董事公开征集委托投票权的公告 || 独立董事关于第三届董事会第十二次会议相关事项的独立意见,https://data.eastmoney.com/notices/detail/603236/AN202307071592100076.html,,,0,1,8,1,8,ok,0,1,0,0,False,,,5,11,32,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,False,False,False
688159|2021-12-31|管理层/投关信号,2ea53d1ef486c242,有方科技,688159.SH,688159,2021-12-31,2021-12-31,2021-12-30,announcement,announcement,管理层/投关信号,管理层/投关信号,有方科技2021年12月投资者交流会议纪要,,有方科技2021年12月投资者交流会议纪要,https://data.eastmoney.com/notices/detail/688159/AN202112311537686129.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,5,12,2,业绩信号|其他,False,False,False
603236|2023-04-13|产品/技术创新,6e9e757bf90834fd,移远通信,603236.SH,603236,2023-04-13,2023-04-13,2023-04-12,research_report,research_report,产品/技术创新,产品/技术创新|政策/行业,业绩超预期，迎来边缘AI和卫星互联网双重催化,机构=华安证券; 评级=买入; 行业=通信设备,业绩超预期，迎来边缘AI和卫星互联网双重催化,https://pdf.dfcfw.com/pdf/H3_AP202304131585413597_1.pdf,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,14,25,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
002313|2012-03-13|其他,5c2cb3b7821ab10b,日海智能,002313.SZ,2313,2012-03-13,2012-03-13,2012-03-09,announcement,announcement,其他,,日海通讯：2012年第一次临时股东大会法律意见书,,日海通讯：2012年第一次临时股东大会法律意见书 || 日海通讯：2012年第一次临时股东大会决议公告,https://data.eastmoney.com/notices/detail/002313/AN201203150005041720.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,6,17,24,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,False,False,False
002970|2023-02-17|其他,6002627c733e91f1,锐明技术,002970.SZ,2970,2023-02-17,2023-02-17,2023-02-16,announcement,announcement,其他,,关于股票交易异常波动公告,,关于股票交易异常波动公告,https://data.eastmoney.com/notices/detail/002970/AN202302161583247612.html,,,0,1,1,1,1,ok,0,1,0,0,True,,,2,4,25,3,其他|管理层/投关信号|资本动作,False,False,False
002313|2016-02-04|其他,ac1b78d2b7ce7fa7,日海智能,002313.SZ,2313,2016-02-04,2016-02-04,2016-02-03,announcement,announcement,其他,,日海通讯:澄清公告,,日海通讯:澄清公告,https://data.eastmoney.com/notices/detail/002313/AN201602030013383113.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,4,16,4,业绩信号|其他|资本动作|风险事件,True,False,False
300638|2020-01-02|其他,e702a7533acb51a3,广和通,300638.SZ,300638,2020-01-02,2020-01-02,2019-12-31,announcement,announcement,其他,,关于使用暂时闲置的募集资金及部分自有闲置资金进行现金管理的进展公告(2020/01/02),,关于使用暂时闲置的募集资金及部分自有闲置资金进行现金管理的进展公告(2020/01/02),https://data.eastmoney.com/notices/detail/300638/AN202001021373386324.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,2,10,28,3,业绩信号|其他|资本动作,False,False,False
002313|2017-08-25|其他,6844035704c004ad,日海智能,002313.SZ,2313,2017-08-25,2017-08-25,2017-08-24,announcement,announcement,其他,,日海通讯:简式权益变动报告书,,日海通讯:简式权益变动报告书 || 日海通讯:民生证券股份有限公司关于公司详式权益变动报告书之财务顾问核查意见 || 日海通讯:详式权益变动报告书,https://data.eastmoney.com/notices/detail/002313/AN201708240825407578.html,,,0,1,3,1,3,ok,0,1,0,0,False,,,1,8,20,4,其他|客户/订单|管理层/投关信号|资本动作,False,False,False
688159|2023-04-28|业绩信号,a835b674e4ba1c9a,有方科技,688159.SH,688159,2023-04-28,2023-04-28,2023-04-27,announcement,announcement,业绩信号,业绩信号,2023年第一季度报告,,2023年第一季度报告 || 2022年年度报告摘要 || 关于未弥补亏损达到实收股本总额三分之一的公告 || 2022年年度报告,https://data.eastmoney.com/notices/detail/688159/AN202304271585993912.html,,,0,1,4,1,4,ok,0,1,0,0,False,,,5,12,36,4,其他|政策/行业|资本动作|风险事件,False,False,False
300638|2021-08-21|其他,47eb6a9a50b8567f,广和通,300638.SZ,300638,2021-08-21,2021-08-23,2021-08-20,announcement,announcement,其他,,独立董事关于第三届董事会第四次会议相关事项的独立意见,,独立董事关于第三届董事会第四次会议相关事项的独立意见 || 监事会决议公告 || 董事会决议公告 || 2021年半年度募集资金存放与使用情况的专项报告,https://data.eastmoney.com/notices/detail/300638/AN202108201511268372.html,,,0,1,4,1,4,ok,0,1,0,0,False,,,9,12,38,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
301608|2025-02-11|管理层/投关信号,445130c7ba388e17,博实结,301608.SZ,301608,2025-02-11,2025-02-11,2025-02-10,announcement,announcement,管理层/投关信号,管理层/投关信号,投资者关系活动记录表2025年2月11日,,投资者关系活动记录表2025年2月11日,https://data.eastmoney.com/notices/detail/301608/AN202502111642981978.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,5,16,2,其他|管理层/投关信号,False,False,False
002881|2022-01-23|业绩信号,7133b0593cc95033,美格智能,002881.SZ,2881,2022-01-23,2022-01-24,2022-01-21,research_report,research_report,业绩信号,业绩信号|产品/技术创新|政策/行业,业绩预告点评：车载智能模组产品批量出货，智能电网延伸成长曲线,机构=民生证券; 评级=买入; 行业=通信设备,业绩预告点评：车载智能模组产品批量出货，智能电网延伸成长曲线 || 全年业绩预告高速增长，汽车智能化、智能电网等业务持续突破,https://pdf.dfcfw.com/pdf/H3_AP202201231542163464_1.pdf,,,0,1,2,1,2,ok,0,1,0,0,False,,,4,7,22,5,业绩信号|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
300098|2020-04-28|业绩信号,8336ebda91aa624c,高新兴,300098.SZ,300098,2020-04-28,2020-04-28,2020-04-27,announcement,announcement,业绩信号,业绩信号,2020年第一季度报告披露的提示性公告,,2020年第一季度报告披露的提示性公告 || 2020年第一季度报告全文 || 2019年年度报告摘要 || 2019年年度报告披露的提示性公告 || 2019年年度报告,https://data.eastmoney.com/notices/detail/300098/AN202004281378810923.html,,,0,1,5,1,5,ok,0,1,0,0,False,,,7,14,25,6,其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
002313|2020-06-23|资本动作,329e47e97fc71806,日海智能,002313.SZ,2313,2020-06-23,2020-06-23,2020-06-22,announcement,announcement,资本动作,资本动作,关于非公开发行A股股票的上市申请书,,关于非公开发行A股股票的上市申请书 || 非公开发行A股股票上市公告书(摘要) || 非公开发行A股股票发行情况报告书 || 非公开发行A股股票发行情况报告书(摘要) || 非公开发行A股股票上市公告书 || 中信证券股份有限公司关于公司非公开发行A股股票之上市保荐书,https://data.eastmoney.com/notices/detail/002313/AN202006221386591141.html,,,0,1,8,1,8,ok,0,1,0,0,False,定增/再融资,定增/再融资,4,8,19,4,业绩信号|其他|政策/行业|资本动作,False,False,False
300098|2021-01-30|其他,c221cd40a7ce452b,高新兴,300098.SZ,300098,2021-01-30,2021-02-01,2021-01-29,announcement,announcement,其他,,关联交易决策制度,,关联交易决策制度 || 广东广信君达律师事务所关于公司终止实施第二期股票期权激励计划期权暨注销相关股票期权的法律意见书 || 关于召开2021年第一次临时股东大会通知的公告 || 关于变更签字注册会计师的公告 || 公司章程 || 独立董事对相关事项发表的独立意见,https://data.eastmoney.com/notices/detail/300098/AN202101291455857272.html,,,0,1,11,1,11,ok,0,1,0,0,False,,,5,8,20,4,业绩信号|其他|资本动作|风险事件,False,False,False
002881|2020-05-20|其他,8494cf947f838264,美格智能,002881.SZ,2881,2020-05-20,2020-05-20,2020-05-19,announcement,announcement,其他,,2019年年度股东大会决议公告,,2019年年度股东大会决议公告 || 2019年度股东大会之法律意见书,https://data.eastmoney.com/notices/detail/002881/AN202005191379964890.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,4,14,2,其他|资本动作,False,False,False
002970|2026-01-11|管理层/投关信号,8f7844d0abce0e81,锐明技术,002970.SZ,2970,2026-01-11,2026-01-12,2026-01-09,institution_survey,institution_survey,管理层/投关信号,管理层/投关信号|产品/技术创新,锐明技术 现场参观 2026年1月9日,"对象=兴业证券;华鑫证券;启莱资本;善思投资;国信证券;宝盈基金;尚正基金;平安证券; 接待=董事会秘书 张炯,证券事务代表 龚晓涵; 机构明细数=10; 地点=公司会议室",锐明技术 现场参观 2026年1月9日 || 投资者关系管理信息20260111,,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,5,16,4,业绩信号|产品/技术创新|政策/行业|管理层/投关信号,False,False,False
002881|2024-08-29|资本动作,a293fdfbd64a1eed,美格智能,002881.SZ,2881,2024-08-29,2024-08-29,2024-08-28,announcement,announcement,资本动作,资本动作|产品/技术创新,炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司注销2020年度股票期权与限制性股票激励计划已授予到期未行权股票期权事项的法律意见书,,炜衡沛雄(前海)联营律师事务所关于美格智能技术股份有限公司注销2020年度股票期权与限制性股票激励计划已授予到期未行权股票期权事项的法律意见书 || 分红送转 cash_div=0.0 proc=预案,https://data.eastmoney.com/notices/detail/002881/AN202408281639525116.html,,,0,1,2,1,2,ok,0,1,0,0,False,复合资本动作,股权激励/员工持股|分红/权益分派,4,6,20,4,业绩信号|产品/技术创新|其他|资本动作,False,False,False
002313|2017-11-17|管理层/投关信号,a23f2cf45575d4de,日海智能,002313.SZ,2313,2017-11-17,2017-11-17,2017-11-16,announcement,announcement,管理层/投关信号,管理层/投关信号,日海通讯:2017年11月15日投资者关系活动记录表,,日海通讯:2017年11月15日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/002313/AN201711171046638847.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,14,28,7,产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,True,False,False
603236|2025-07-11|业绩信号,a537ca741f66ce3b,移远通信,603236.SH,603236,2025-07-11,2025-07-11,2025-07-10,forecast,forecast,业绩信号,业绩信号|产品/技术创新|客户/订单|政策/行业,预增 预计:净利润46300,（一）主营业务影响随着5G、AI技术的加速渗透，公司紧抓物联网行业的发展机遇，从模组向多元化业务拓展，已从模组供应商转变为全球物联网综合解决方案供应商。通过多元化业务布局，公司增强市场覆盖的广度，挖掘新的业绩增长点。公司预计2025年半年度可实现营业收入114.50亿元左右，同比增长约38.81%。同时，在经营管理层面，公司加强成本管控与效益提升，推动业务从“规模优先”向“规模与效益平衡”转变，实现经营质量的全面优化。（二）非经营性损益的影响非经营性损益对公司本期业绩预告没有重大影响。（三）会计处理的影响会计处理对公司本次业绩预告没有重大影响。（四）其他影响公司不存在其他对本次业绩预告构成重大影响的因素。,预增 预计:净利润46300 || 2025年半年度业绩预告,,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,7,19,5,产品/技术创新|其他|管理层/投关信号|资本动作|风险事件,False,False,False
002881|2021-09-13|管理层/投关信号,cf3eb55f2b77b1ed,美格智能,002881.SZ,2881,2021-09-13,2021-09-13,2021-09-10,announcement,announcement,管理层/投关信号,管理层/投关信号,2021年9月10日投资者关系活动记录表,,2021年9月10日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/002881/AN202109131516009163.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,7,22,5,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号,False,False,False
300098|2024-06-06|其他,1c3ccb00069cc95e,高新兴,300098.SZ,300098,2024-06-06,2024-06-06,2024-06-05,announcement,announcement,其他,,2024年第一次临时股东大会决议公告,,2024年第一次临时股东大会决议公告 || 广东广信君达律师事务所关于高新兴科技集团股份有限公司2024年第一次临时股东大会法律意见书,https://data.eastmoney.com/notices/detail/300098/AN202406051635588242.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,6,12,3,其他|管理层/投关信号|资本动作,False,False,False
300098|2011-12-16|其他,2e89bc6bbb0ef01e,高新兴,300098.SZ,300098,2011-12-16,2011-12-16,2011-12-14,announcement,announcement,其他,,2011年第三次临时股东大会决议公告,,2011年第三次临时股东大会决议公告 || 2011年第三次临时股东大会的法律意见书,https://data.eastmoney.com/notices/detail/300098/AN201203030004964169.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,4,19,3,产品/技术创新|其他|政策/行业,False,False,False
300638|2022-04-28|资本动作,0048e719d98cc89d,广和通,300638.SZ,300638,2022-04-28,2022-04-28,2022-04-27,announcement,announcement,资本动作,资本动作,关于持股5%以上股东部分股份补充质押的公告,,关于持股5%以上股东部分股份补充质押的公告,https://data.eastmoney.com/notices/detail/300638/AN202204281562157707.html,,,0,1,1,1,1,ok,0,1,0,0,False,股权质押/解押,股权质押/解押,9,18,47,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
002881|2025-04-12|业绩信号,265b35ac961be0ed,美格智能,002881.SZ,2881,2025-04-12,2025-04-14,2025-04-11,forecast,forecast,业绩信号,业绩信号|产品/技术创新,预增 预计:净利润4000-5200,1、报告期内，公司面向智能汽车、5GFWA、海外IoT智能化领域的产品出货量继续高速增长，高算力模组在端侧AI领域的应用持续深入，国内及海外市场均衡发展，带动公司营收规模和净利润大幅增长。2、预计报告期内非经常性损益对当期净利润的影响约为130万元，主要为政府补助。,预增 预计:净利润4000-5200 || 业绩快报 营收=2941374900.0 净利润=135879000.0 || 2024年度业绩快报 || 2025年第一季度业绩预告,,,,0,1,4,1,4,ok,0,1,0,0,False,,,1,9,28,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,False,False,False
300638|2021-08-21|资本动作,d5bea337c967b6bb,广和通,300638.SZ,300638,2021-08-21,2021-08-23,2021-08-20,announcement,announcement,资本动作,资本动作,关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员股份减持计划预披露公告,,关于控股股东、实际控制人、持股5%以上股东、部分董事及高级管理人员股份减持计划预披露公告 || 分红送转 cash_div=0.0 proc=预案,https://data.eastmoney.com/notices/detail/300638/AN202108201511268371.html,,,0,1,2,1,2,ok,0,1,0,0,False,复合资本动作,分红/权益分派|股东增减持/限售流通,9,12,38,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
300098|2014-08-29|其他,0497123fbf1aa55d,高新兴,300098.SZ,300098,2014-08-29,2014-08-29,2014-08-28,announcement,announcement,其他,,关于召开2014年第一次临时股东大会通知的公告,,关于召开2014年第一次临时股东大会通知的公告 || 独立董事对相关事项发表的独立意见 || 关于使用部分超募资金投资平安城市项目的公告 || 关于与控股股东及公司部分董事、高级管理人员共同增资公司全资子公司投资尚云在线项目的公告 || 第三届董事会第九次会议决议的公告 || 第三届监事会第八次会议决议的公告,https://data.eastmoney.com/notices/detail/300098/AN201408280006819177.html,,,0,1,11,1,11,ok,0,1,0,0,False,,,2,11,22,2,其他|资本动作,False,False,False
300590|2024-07-27|资本动作,69a73a949a2bab81,移为通信,300590.SZ,300590,2024-07-27,2024-07-29,2024-07-26,announcement,announcement,资本动作,资本动作,关于作废2021年限制性股票与股票期权激励计划首次授予部分已授予尚未归属的第二类限制性股票的公告,,关于作废2021年限制性股票与股票期权激励计划首次授予部分已授予尚未归属的第二类限制性股票的公告 || 监事会关于2021年限制性股票与股票期权激励计划第二类限制性股票首次授予部分第三个归属期归属名单的核查意见 || 关于2021年限制性股票与股票期权激励计划第二类限制性股票首次授予部分第三个归属期归属条件成就的公告 || 上海市锦天城律师事务所关于公司2021年限制性股票与股票期权激励计划第二类限制性股票首次授予部分第三个归属期归属条件成就及作废部分第二类限制性股票的法律意见书 || 分红送转 cash_div=0.0 proc=预案,https://data.eastmoney.com/notices/detail/300590/AN202407261638345219.html,,,0,1,5,1,5,ok,1,0,0,0,False,复合资本动作,股权激励/员工持股|分红/权益分派,4,5,27,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,False,False,False
